"gbifID","species","longitude","latitude","year","month","day","countryCode","accepted_name"
"42849062","Occidryas chalcedona",-121,49.3,1974,7,26,"CA","Euphydryas chalcedona"
"42849069","Occidryas chalcedona",-121,49.3,1974,7,26,"CA","Euphydryas chalcedona"
"42346630","Occidryas chalcedona",-114.3,49.3667,1974,7,21,"CA","Euphydryas chalcedona"
"42346779","Occidryas chalcedona",-114.3167,49.4667,1974,7,20,"CA","Euphydryas chalcedona"
"42346824","Occidryas chalcedona",-114.0333,49.5667,1974,7,20,"CA","Euphydryas chalcedona"
"42346972","Occidryas chalcedona",-117.7833,53.15,1974,7,20,"CA","Euphydryas chalcedona"
"42898561","Occidryas chalcedona",-121.45,49.7833,1971,6,26,"CA","Euphydryas chalcedona"
"42347162","Occidryas chalcedona",-114.35,49.4,1969,7,13,"CA","Euphydryas chalcedona"
"42347155","Occidryas chalcedona",-113.7,49.05,1969,7,1,"CA","Euphydryas chalcedona"
"42346933","Occidryas chalcedona",-114.3833,49.95,1969,8,2,"CA","Euphydryas chalcedona"
"42906494","Occidryas chalcedona",-109.5,49.6667,1964,6,23,"CA","Euphydryas chalcedona"
"42703022","Occidryas chalcedona",-116.5167,51.7167,1963,7,13,"CA","Euphydryas chalcedona"
"42703054","Occidryas chalcedona",-120.8,49.1,1963,7,17,"CA","Euphydryas chalcedona"
"42849583","Occidryas chalcedona",-121.933333,50.7,1962,6,2,"CA","Euphydryas chalcedona"
"42849603","Occidryas chalcedona",-121.933333,50.7,1962,6,2,"CA","Euphydryas chalcedona"
"42906488","Occidryas chalcedona",-109.5,49.65,1960,6,23,"CA","Euphydryas chalcedona"
"42906490","Occidryas chalcedona",-109.8833,49.5667,1960,6,24,"CA","Euphydryas chalcedona"
"42999067","Occidryas chalcedona",-121.9333,50.6833,1930,6,20,"CA","Euphydryas chalcedona"
"42999074","Occidryas chalcedona",-120.5,49.4667,1921,6,20,"CA","Euphydryas chalcedona"
"42999090","Occidryas chalcedona",-119.4833,49.8833,1920,6,3,"CA","Euphydryas chalcedona"
"42849653","Occidryas chalcedona",-123.35,45.4,1919,5,4,"CA","Euphydryas chalcedona"
"42849664","Occidryas chalcedona",-123.35,45.4,1919,5,4,"CA","Euphydryas chalcedona"
